time [s],alt_lpf [m],sensor_roll,sensor_pitch,sensor_yaw,static_reg_roll,static_reg_pitch,static_reg_yaw,boot_roll,boot_pitch,boot_yaw
1703956766,396.076793,-97.04301711,-14.88038514,99.68315109,-92.75481387,-16.64967526,95.0133967,-91.75227978,-12.43564614,99.84244318
1703956766,396.0803325,-97.04599538,-14.96733989,99.80035265,-92.75481387,-16.64967526,95.0133967,-91.57165476,-12.37948707,99.84442426
1703956766,396.0839181,-96.98336977,-14.96518227,99.98147845,-92.75481387,-16.64967526,95.0133967,-91.63114962,-12.31559207,99.77858775
1703956766,396.0875463,-96.78784584,-14.93786733,100.246673,-92.75481387,-16.64967526,95.0133967,-91.88855715,-12.26536402,99.5538785
1703956766,396.0912135,-96.69887673,-14.97904202,100.4135061,-92.75481387,-16.64967526,95.0133967,-91.90167714,-12.2216134,99.44647208
1703956766,396.094915,-96.63884728,-15.02676712,100.5503021,-92.75481387,-16.64967526,95.0133967,-91.8719409,-12.18073367,99.3717213
1703956766,396.0986456,-96.62104821,-15.01004674,100.7146813,-92.75481387,-16.64967526,95.0133967,-91.9101821,-12.10558307,99.36035957
1703956766,396.1023996,-96.55705333,-14.99265003,100.9171212,-92.75481387,-16.64967526,95.0133967,-92.00228763,-12.03112925,99.2923544
1703956766,396.1061708,-96.514956,-15.04548955,101.0866163,-92.75481387,-16.64967526,95.0133967,-91.94091443,-11.96640925,99.23916533
1703956766,396.1099532,-96.54258649,-15.11769083,101.2193985,-92.75481387,-16.64967526,95.0133967,-91.76198332,-11.89097751,99.27016729
1703956766,396.1137405,-96.47657382,-15.10711415,101.4215183,-92.75481387,-16.64967526,95.0133967,-91.84616697,-11.81776011,99.19645738
1703956766,396.1175265,-96.24314425,-15.10673503,101.7211939,-92.75481387,-16.64967526,95.0133967,-92.11220009,-11.76772765,98.90735305
1703956766,396.1213051,-96.13062565,-15.14435915,101.9263876,-92.75481387,-16.64967526,95.0133967,-92.16852567,-11.71462935,98.76211049
1703956766,396.1250697,-96.0500326,-15.12605086,102.1374924,-92.75481387,-16.64967526,95.0133967,-92.28871271,-11.64304502,98.66744678
1703956766,396.1288133,-95.89608358,-15.0906649,102.4386976,-92.75481387,-16.64967526,95.0133967,-92.52718003,-11.55742943,98.48215083
1703956766,396.1325289,-95.72070077,-15.12312737,102.7206077,-92.75481387,-16.64967526,95.0133967,-92.67345539,-11.49295265,98.25222696
1703956766,396.1362093,-95.55883008,-15.15583055,102.9862535,-92.75481387,-16.64967526,95.0133967,-92.80666398,-11.43084892,98.03648079
1703956766,396.1398476,-95.40652265,-15.11960558,103.3022484,-92.75481387,-16.64967526,95.0133967,-93.0521278,-11.33757786,97.84686915
1703956766,396.1434369,-95.07825997,-15.05885856,103.7980384,-92.75481387,-16.64967526,95.0133967,-93.56057004,-11.23027996,97.4304366
1703956766,396.1469712,-94.87975085,-15.08993155,104.1728894,-92.75481387,-16.64967526,95.0133967,-93.75421472,-11.12994133,97.15443712
1703956766,396.1504446,-94.77727595,-15.12800503,104.4673804,-92.75481387,-16.64967526,95.0133967,-93.82024474,-11.02822922,96.99911228
1703956766,396.1538514,-94.69116443,-15.14016951,104.7786595,-92.75481387,-16.64967526,95.0133967,-93.91371164,-10.91041817,96.86924607
1703956766,396.1571857,-94.52280697,-15.14883828,105.1604723,-92.75481387,-16.64967526,95.0133967,-94.1233042,-10.79318865,96.62516539
1703956766,396.1604419,-94.29336957,-15.16331523,105.6033954,-92.75481387,-16.64967526,95.0133967,-94.41008313,-10.67241109,96.28871737
1703956766,396.1636147,-94.1564369,-15.11550822,106.0482656,-92.75481387,-16.64967526,95.0133967,-94.68952524,-10.50918981,96.09003165
1703956766,396.1666995,-94.14529297,-15.148956,106.410219,-92.75481387,-16.64967526,95.0133967,-94.67111154,-10.33383872,96.03236136
1703956766,396.1696922,-94.09883571,-15.22920498,106.7711789,-92.75481387,-16.64967526,95.0133967,-94.62513076,-10.17533853,95.90652747
1703956766,396.1725891,-94.05170439,-15.2876696,107.1490267,-92.75481387,-16.64967526,95.0133967,-94.62141436,-10.0082725,95.78221281
1703956766,396.1753867,-94.04095514,-15.33119613,107.5376466,-92.75481387,-16.64967526,95.0133967,-94.59699288,-9.819593819,95.70999138
1703956766,396.1780818,-93.89847951,-15.36091913,108.052338,-92.75481387,-16.64967526,95.0133967,-94.79545301,-9.625502244,95.4358345
1703956766,396.1806713,-93.8671258,-15.396078,108.515445,-92.75481387,-16.64967526,95.0133967,-94.83225685,-9.408526194,95.31748586
1703956766,396.183152,-93.98666786,-15.47710515,108.9138861,-92.75481387,-16.64967526,95.0133967,-94.57127248,-9.158395816,95.41027703
1703956766,396.1855213,-94.10510403,-15.59615523,109.3391404,-92.75481387,-16.64967526,95.0133967,-94.24725125,-8.89621307,95.48857458
1703956766,396.1877763,-94.06648577,-15.71258583,109.8570468,-92.75481387,-16.64967526,95.0133967,-94.18263061,-8.656429136,95.30646311
1703956766,396.1899143,-94.11203255,-15.82281382,110.3283937,-92.75481387,-16.64967526,95.0133967,-93.99336305,-8.403051879,95.26479194
1703956766,396.191933,-94.10941177,-15.90129754,110.8264056,-92.75481387,-16.64967526,95.0133967,-93.94064971,-8.156827963,95.14885416
1703956766,396.1938304,-94.03516997,-16.00669728,111.3593357,-92.75481387,-16.64967526,95.0133967,-93.98594927,-7.924849578,94.87866655
1703956766,396.1956046,-94.14394896,-16.12705307,111.7926838,-92.75481387,-16.64967526,95.0133967,-93.67507352,-7.663179265,94.94033134
1703956766,396.1972541,-94.1865992,-16.21991808,112.2913772,-92.75481387,-16.64967526,95.0133967,-93.53551741,-7.397259861,94.88331277
1703956766,396.198778,-94.26687345,-16.30642615,112.7391358,-92.75481387,-16.64967526,95.0133967,-93.32414792,-7.140416801,94.91244666
1703956766,396.2001758,-94.28901468,-16.3752882,113.1838447,-92.75481387,-16.64967526,95.0133967,-93.25504182,-6.910017636,94.8339427
1703956766,396.2014475,-94.41913682,-16.43096038,113.5542063,-92.75481387,-16.64967526,95.0133967,-92.96297205,-6.669879412,95.00765889
1703956766,396.2025933,-94.49133074,-16.4679516,113.937365,-92.75481387,-16.64967526,95.0133967,-92.81615333,-6.448109377,95.072485
1703956766,396.2036135,-94.55003463,-16.50792417,114.2957025,-92.75481387,-16.64967526,95.0133967,-92.68644764,-6.244656592,95.11444714
1703956766,396.2045085,-94.70204444,-16.53596189,114.5839411,-92.75481387,-16.64967526,95.0133967,-92.3310462,-6.03597088,95.40807649
1703956766,396.2052783,-94.83794784,-16.53222074,114.8803653,-92.75481387,-16.64967526,95.0133967,-92.04140738,-5.82962803,95.69910232
1703956766,396.2059234,-94.93393226,-16.54071938,115.1744217,-92.75481387,-16.64967526,95.0133967,-91.81842315,-5.641918063,95.89844162
1703956766,396.2064442,-95.11379353,-16.5345519,115.4050557,-92.75481387,-16.64967526,95.0133967,-91.36326615,-5.450019332,96.36086846
1703956766,396.2068417,-95.31064564,-16.52334652,115.6244658,-92.75481387,-16.64967526,95.0133967,-90.83152663,-5.256801458,96.90989223
1703956766,396.2071171,-95.48224366,-16.52146003,115.8421537,-92.75481387,-16.64967526,95.0133967,-90.32248293,-5.075764425,97.41715005
1703956766,396.2072723,-95.65229604,-16.52410022,116.0514174,-92.75481387,-16.64967526,95.0133967,-89.77459515,-4.900135043,97.95405251
1703956766,396.207309,-95.75886186,-16.50753642,116.3168796,-92.75481387,-16.64967526,95.0133967,-89.4235412,-4.722670404,98.33083207
1703956766,396.2072297,-95.84043361,-16.50257526,116.5697609,-92.75481387,-16.64967526,95.0133967,-89.1167642,-4.562355049,98.64024149
1703956766,396.2070367,-95.90797156,-16.4311699,116.8808487,-92.75481387,-16.64967526,95.0133967,-88.92475005,-4.376930301,98.96623468
1703956766,396.2067327,-96.16541956,-16.43826701,117.0478721,-92.75481387,-16.64967526,95.0133967,-87.88551597,-4.188126439,99.98500674
1703956766,396.2063207,-96.42429585,-16.48412684,117.1700066,-92.75481387,-16.64967526,95.0133967,-86.70667447,-4.023918173,101.0667438
1703956766,396.2058037,-96.73297491,-16.52082428,117.2626449,-92.75481387,-16.64967526,95.0133967,-85.23661146,-3.856250269,102.4584202
1703956766,396.2051852,-96.82787537,-16.5364305,117.4855635,-92.75481387,-16.64967526,95.0133967,-84.60584683,-3.708682167,103.0499941
1703956766,396.2044689,-97.01879001,-16.54257022,117.6250145,-92.75481387,-16.64967526,95.0133967,-83.52435248,-3.565659025,104.113043
1703956766,396.2036581,-97.14788231,-16.51699724,117.8163496,-92.75481387,-16.64967526,95.0133967,-82.68117988,-3.420486687,104.9997499
1703956766,396.2027563,-97.27558094,-16.51823734,117.9725347,-92.75481387,-16.64967526,95.0133967,-81.77402523,-3.295097773,105.8977867
1703956766,396.201767,-97.47622369,-16.51902596,118.0778165,-92.75481387,-16.64967526,95.0133967,-80.42700142,-3.168830534,107.2374588
1703956766,396.2006937,-97.65548675,-16.46829499,118.2330449,-92.75481387,-16.64967526,95.0133967,-79.09649518,-3.025411937,108.6618578
1703956766,396.1995399,-97.67925698,-16.44327541,118.4419357,-92.75481387,-16.64967526,95.0133967,-78.56703227,-2.913581238,109.233388
1703956766,396.1983092,-97.90132444,-16.45811876,118.4759169,-92.75481387,-16.64967526,95.0133967,-76.8837438,-2.819888115,110.882982
1703956766,396.1970057,-98.11209561,-16.41838699,118.5714588,-92.75481387,-16.64967526,95.0133967,-75.08698065,-2.700303103,112.7528512
1703956766,396.1956342,-98.14235864,-16.39644933,118.7696853,-92.75481387,-16.64967526,95.0133967,-74.28773698,-2.593942422,113.5878183
1703956766,396.1941997,-98.20491965,-16.39495242,118.8880137,-92.75481387,-16.64967526,95.0133967,-73.3745689,-2.516881213,114.4984528
1703956766,396.1927076,-98.35574936,-16.38651664,118.9858159,-92.75481387,-16.64967526,95.0133967,-71.67966914,-2.422239942,116.2041194
1703956766,396.1911629,-98.35165932,-16.37521612,119.1525636,-92.75481387,-16.64967526,95.0133967,-71.07519188,-2.344238629,116.8245681
1703956766,396.1895709,-98.44141882,-16.38511896,119.2393408,-92.75481387,-16.64967526,95.0133967,-69.80306175,-2.27686954,118.0719825
1703956766,396.187937,-98.67710663,-16.3686145,119.2490052,-92.75481387,-16.64967526,95.0133967,-67.31835651,-2.203414478,120.5854772
1703956766,396.1862664,-98.86890332,-16.38972751,119.2720541,-92.75481387,-16.64967526,95.0133967,-65.03907525,-2.141883311,122.8184896
1703956766,396.1845647,-98.89559676,-16.42798558,119.3686149,-92.75481387,-16.64967526,95.0133967,-64.10670745,-2.093593024,123.6698596
1703956766,396.1828376,-98.8490549,-16.40779684,119.5566401,-92.75481387,-16.64967526,95.0133967,-63.51613793,-2.020367794,124.2935781
1703956766,396.1810909,-98.96378707,-16.42896167,119.5981191,-92.75481387,-16.64967526,95.0133967,-61.77688379,-1.974985667,125.9867455
1703956766,396.1793308,-99.04648231,-16.44472676,119.6516229,-92.75481387,-16.64967526,95.0133967,-60.29899175,-1.933248422,127.4293534
1703956766,396.1775633,-99.14585291,-16.47717353,119.7051241,-92.75481387,-16.64967526,95.0133967,-58.5097853,-1.890177806,129.1496035
1703956766,396.1757944,-99.16041926,-16.49920327,119.8168968,-92.75481387,-16.64967526,95.0133967,-57.36147651,-1.841164084,130.2487302
1703956766,396.1740301,-99.14261759,-16.51411811,119.9469384,-92.75481387,-16.64967526,95.0133967,-56.4740751,-1.791261987,131.1009717
1703956766,396.1722756,-99.05127057,-16.48009884,120.1242196,-92.75481387,-16.64967526,95.0133967,-56.26726987,-1.733868176,131.3698314
1703956766,396.170536,-98.96699463,-16.48007975,120.2626022,-92.75481387,-16.64967526,95.0133967,-56.26885649,-1.693051641,131.364041
1703956766,396.1688157,-99.00471208,-16.4810724,120.3271202,-92.75481387,-16.64967526,95.0133967,-55.04453176,-1.659378594,132.5828159
